hour,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
26,9502.968657374684,9802.652522064167,10988.677742454214,12249.451372827847,13525.189617550603,14845.602595687636,16198.648446007255,17570.60682900406,18946.307760172454,20309.09247786344
27,9452.223939626507,9750.307587477773,10929.99948675913,12184.040756393748,13452.96675056797,14766.328852585311,16112.149707578395,17476.781830674263,18845.136747476747,20200.644426072282
28,9299.708275256971,9592.982074706899,10753.639204396244,11987.44597787586,13235.897316850916,14528.067796176052,15852.173127736365,17194.786485410677,18541.06239192516,19874.698207999885
29,9657.00417867446,9961.545631266583,11166.795359807043,12448.0051546129,13744.422118079581,15086.23800081348,16461.215654579333,17855.412289575914,19253.412325979214,20638.286571984616
30,10186.553950962918,10507.795221835524,11779.135766163245,13130.601782478945,14498.108809818885,15913.50422689246,17363.879969301175,18834.52847856551,20309.1890256659,21770.003966854714
31,10796.094753962348,11136.558337366698,12483.973132512814,13916.307852545688,15365.64347829383,16865.7330390764,18402.896035632584,19961.544938262734,21524.44584683268,23072.67273006435
32,11386.678736338823,11745.766917538705,13166.88993045701,14677.57834355268,16206.197718847186,17788.34742769462,19409.598463700026,21053.51100398132,22701.907965620125,24334.828348009833
33,11875.116811087393,12249.608223236462,13731.691201792268,15307.181412974907,16901.371774475534,18551.388648632015,20242.184212520944,21956.61324787369,23675.719258084377,25378.684601808323
34,12211.486965758633,12596.586116892871,14120.650017516451,15740.767020953655,17380.113772993907,19076.868489364544,20815.55695193305,22578.54828018982,24346.348998304868,26097.551787677152
35,12387.341533595272,12777.986368778284,14323.997927095717,15967.445818934624,17630.40039892375,19351.58966168845,21115.316450972598,22903.696272518788,24696.95452293253,26473.376144764803
36,12432.763975920472,12824.841273053114,14376.521769607263,16025.995917480395,17695.048348634526,19422.54888145666,21192.743000171602,22987.68043729886,24787.514394725546,26570.449769801493
37,12403.41922303903,12794.571116311492,14342.589200459108,15988.170169713047,17653.2831607096,19376.70631065081,21142.72234396867,22933.423229759373,24729.00900689143,26507.73626981933
38,12361.398065763591,12751.224788320971,14293.99844950687,15934.004380859678,17593.47613986472,19311.06060547953,21071.09363822904,22855.727806386793,24645.23048383755,26417.93147086015
39,12355.276250969944,12744.90996200883,14286.919548133003,15926.113292151029,17584.76324448168,19301.49709566405,21060.65848643673,22844.408862927125,24633.02524945352,26404.84845312342
40,12404.955790925187,12796.156165380127,14344.366008561612,15990.15082213503,17655.47011756732,19379.106757814094,21145.34152358354,22936.264299748127,24732.07260093874,26511.02011587561
41,12495.49407295197,12889.549612114677,14449.059213872544,16106.855850764958,17784.32957011949,19520.54630679943,21299.671991321557,23103.66596301755,24912.581044149338,26704.512341553313
42,12810.842573851804,13214.842901369306,14813.709766825486,16513.34421921436,18233.152252805718,20013.185901659515,21837.21142212504,23686.732616775233,25541.299294916163,27378.453497019218
43,13014.787471269137,13425.219373476544,15049.539768194494,16776.23185149617,18523.418762599555,20331.79002513144,22184.853420372954,24063.81852368534,25947.90936319131,27814.310466800573
44,13012.524750548133,13422.885294276766,15046.92328502915,16773.315253764787,18520.198392940056,20328.25521476796,22180.99655794145,24059.634891824335,25943.398122921215,27809.474875142598
45,12748.337840084636,13150.36701858536,14741.432963956799,16432.774808130038,18144.191830418196,19915.540520557668,21730.666559791618,23571.163902724184,25416.68203346333,27244.87257749299
46,12223.856887439993,12609.346106206276,14134.953846915816,15756.711982385017,17397.71934250009,19096.19280188624,20836.642477073394,22601.41961964419,24371.01103170945,26123.987922947792
47,11502.751968015544,11865.500587992246,13301.110270605324,14827.198297195806,16371.400038086484,17969.677822681024,19607.45560912481,21268.125709476426,22933.326142667396,24582.891983171306
48,10700.249692664065,11037.690697343758,12373.143477810432,13792.76224163139,15229.231069148638,16716.003175541424,18239.519487143803,19784.331153936062,21333.357020852618,22867.839123017937
49,10188.862345960595,10510.176343578445,11781.805010140662,13133.577252836125,14501.39423433735,15917.110412729147,17367.81468156134,18838.796582531097,20313.79121885512,21774.93721604816
50,9834.328814511122,10144.46236625793,11371.843195764239,12676.578921638968,13996.801061760003,15363.255763697116,16763.481127561856,18183.27845679055,19606.948809748646,21017.25259182903
51,9706.467955445572,10012.569295926007,11223.9923544943,12511.764587817624,13814.821852949408,15163.510616391195,16545.53087927188,17946.86877509723,19352.02940504677,20743.9970699095
52,9833.36047385257,10143.463505959588,11370.723511916342,12675.330752794109,13995.422864936589,15361.743011549095,16761.830447302134,18181.488020636836,19605.018227476558,21015.183050657197
53,10194.621851550708,10516.117508178673,11788.464993079691,13141.00138948538,14509.59150482897,15926.10801780324,17377.632395154153,18849.445790796617,20325.274137079738,21787.246032602387
54,10726.300746379313,11064.563278883012,12403.267350828923,13826.342416652471,15266.30846913113,16756.700322542296,18283.92580641975,19832.498521948724,21385.295640249304,22923.51360935019
55,11336.128168502584,11693.622188100877,13108.436194621292,14612.417961276544,16134.251146587645,17709.37697493439,19323.430579133343,20960.044994622163,22601.124070233564,24226.795056173265
56,11925.159082279019,12301.228669787697,13789.557163332367,15371.686628146686,16972.594941991825,18629.565126425758,20327.485713778296,22049.139530832454,23775.489864972213,25485.63154931747
57,12410.215632867912,12801.581828817683,14350.448174417177,15996.93083413938,17662.95619288626,19387.32370234993,21154.307352325137,22945.989521447118,24742.559201983924,26522.260990579445
58,12741.395678344808,13143.205887349572,14733.405433746822,16423.82625833796,18134.3112843356,19904.695423191748,21718.832971889435,23558.32804388506,25402.841262423484,27230.03625827654
59,12910.27950229038,13317.415636488007,14928.692813816346,16641.519705584895,18374.67680829794,20168.526921948425,22006.710360079862,23870.587507731074,25739.54921307785,27590.963243205948
60,12946.987323055842,13355.281067638465,14971.13959823887,16688.836601034207,18426.921592478928,20225.87217572517,22069.28208318772,23938.458782423455,25812.734410025045,27669.412644616517
61,12907.228636164542,13314.268557958158,14925.164983308965,16637.58712611003,18370.334704551737,20163.76085398416,22001.509890837096,23864.946619067658,25733.466559394317,27584.44308391006
62,12853.146636443515,13258.481010549642,14862.627675460562,16567.87467284873,18293.361894157093,20079.2735196251,21909.322359907914,23764.951017122603,25625.641782605348,27468.86263929505
63,12833.376877452525,13238.087854644955,14839.76712982184,16542.39122345594,18265.224461313195,20048.38913897352,21875.623135262817,23728.39770293223,25586.226500100416,27426.61219845213
64,12867.888718536298,13273.68801805866,14879.67464427282,16586.8774481846,18314.343736610797,20102.30377978862,21934.451544230917,23792.20864019206,25655.033550175547,27500.368463183222
65,12941.813588059507,13349.944193512052,14965.157030319884,16682.167577173328,18419.55801763996,20217.789683390674,22060.463011069296,23928.892774951586,25802.41945737905,27658.355639430632
66,13239.183396558632,13656.691805837245,15309.018080501412,17065.481170764506,18842.79238010011,20682.34283862345,22567.35610819451,24478.717512440668,26395.293185328126,28293.874076260778
67,13423.870969256015,13847.203591472191,15522.57994397259,17303.54586245371,19105.650662044358,20970.86304483952,22882.1723315286,24820.197416370665,26763.509373814704,28688.575628021612
68,13401.164315095128,13823.780893345927,15496.323326045578,17274.27668871427,19073.333290362,20935.390547282946,22843.46682385921,24778.213778060923,26718.23858749273,28640.048536145852
69,13115.44402490104,13529.050152956821,15165.933073466376,16905.979427754395,18666.679080561153,20489.036343639516,22356.4313023518,24249.928395911713,26148.59076582091,28029.426677822703
70,12568.44201572627,12964.798012996604,14533.411931813669,16200.886697141734,17888.15339198161,19634.506094596425,21424.01817032747,23238.543753261936,25058.019208873553,26860.41159341878
71,11823.934050904794,12196.811380266297,13672.50638632148,15241.206158872401,16828.525443469145,18471.430612794717,20154.938655269787,21861.978327250923,23573.674767370398,25269.300266098715
72,10997.25595553251,11344.06331593674,12716.584170880104,14175.60723313506,15651.948060038329,17179.98847143389,18745.792907227376,20333.48381819954,21925.505921280357,23502.580600745485
73,10461.032101504992,10790.929219698137,12096.526248315475,13484.407654146858,14888.762434864502,16342.295917019594,17831.752108106026,19342.027558993865,20856.42303323599,22356.599685502348
74,10081.11568833171,10399.031793342996,11657.213050441113,12994.690410885116,14348.042735879577,15748.787835488663,17184.150975021614,18639.57728058542,20098.97397091402,21544.6683337481
75,9927.441422052229,10240.511323307117,11479.513181085467,12796.602283797525,14129.324451724133,15508.716898740899,16922.199667394656,18355.43979194971,19792.589811453712,21216.24641647096
76,10028.207268336635,10344.454872300399,11596.032887025896,12926.490817628724,14272.740391972495,15666.134022483184,17093.964005800906,18541.751786506815,19993.48916284667,21431.596175027204
77,10363.145961933687,10689.956138800984,11983.336464244854,13358.231162491458,14749.445059389842,16189.377494527174,17664.896567387834,19161.04006615943,20661.264958715943,22147.40424138817
78,10868.42357811663,11211.168102139034,12567.609939242717,14009.54065148927,15468.586146695054,16978.72566508931,18526.18677063887,20095.27798880753,21668.64958018882,23227.248883741246
79,11451.887699010707,11813.032324350655,13242.293806050046,14761.633563713329,16299.007021463542,17890.217318589155,19520.752943952306,21174.07969625143,22831.91678213468,24474.188400049454
80,12014.708288585498,12393.601866737776,13893.106599006293,15487.116674740359,17100.04667302631,18769.45948299028,20480.13023886124,22214.71233253725,23954.026257857317,25677.009869008998
81,12473.820636161947,12867.19267115066,14423.997252852036,16078.918445564124,17753.48260239723,19486.687889025106,21262.727613550425,23063.592554096413,24869.370059839566,26658.193225157407
82,12779.433043054825,13182.442851028984,14777.389609257734,16472.85692169881,18188.448391846825,19964.11772935529,21783.671062777103,23628.657617781668,25478.67730173228,27311.327211725224
83,12923.233365875914,13330.777968999608,14943.671909788105,16658.217399746787,18393.113531520725,20188.76352924921,22028.79134074382,23894.53867083524,25765.375538044893,27618.64725025916
84,12935.44524898227,13343.375042749367,14957.792995011041,16673.958690317977,18410.494216724197,20207.841061740917,22049.607593666646,23917.117993266398,25789.72275754243,27644.745708976072
85,12871.877729892614,13277.802825726865,14884.287268911561,16592.01936108703,18320.02118767801,20108.53543389712,21941.251162089942,23799.58417109499,25662.98664919413,27508.8935844425
86,12794.76866387565,13198.262067841739,14795.12283129402,16492.62473383068,18210.2749055263,19988.075058302962,21809.81186142758,23657.012503174046,25509.252200886698,27344.101326908964
87,12752.84316627243,13155.01444257423,14746.642704861431,16438.58222956028,18150.60413389035,19922.57886664724,21738.3462972648,23579.494091552133,25425.66438242625,27254.5011165692
88,12766.154404402738,13168.745425701532,14762.03496914518,16455.74057901221,18169.54941315445,19943.373690170716,21761.036454847104,23604.105980996545,25452.20327778209,27282.948925636727
89,12819.911479189599,13224.197752512284,14824.196507883751,16525.03410544438,18246.059622067278,20027.35334517948,21852.670119278344,23703.50061525454,25559.380060979365,27397.834803108726
90,13098.217584860548,13511.28050934192,15146.013458922376,16883.77437446857,18642.161486696677,20462.125057728215,22327.067408552422,24218.07741713199,26114.246070130124,27992.611546252294
91,13265.010100977177,13683.332932649813,15338.882540070132,17098.772120373695,18879.55047844518,20722.689534254772,22611.379921705477,24526.470111097704,26446.784461410694,28349.069034153345
92,13225.63453246282,13642.71567712545,15293.3509770501,17048.016522401093,18823.508866192642,20661.1767517358,22544.260850279534,24453.666315354843,26368.28051893263,28264.91843652681
93,12924.521517544828,13332.10676836022,14945.161438490506,16659.877809111902,18394.94688882005,20190.775881781516,22030.987148612938,23896.92031173623,25767.943758643843,27621.400269355436
94,12363.445407596595,12753.336682517916,14296.365900429404,15936.643401910942,17596.390084276376,19314.25900996754,21074.583423805627,22859.51328474852,24649.312281241688,26422.306988236545
95,11606.216779540346,11972.228279181149,13420.750890404597,14960.56579117043,16518.657331955445,18131.311303524704,19783.82048675625,21459.427987975658,23139.60651862103,24804.00991146637
96,10768.198276411815,11107.782156030726,12451.71527186951,13880.34894399809,15325.939566676108,16822.153008014466,18355.343905525922,19909.965438077532,21468.827889956363,23013.054270691675
97,10222.033184214291,10544.393269111328,11820.161887854283,13176.334951872073,14548.604938448494,15968.930170882777,17424.357384315786,18900.128196082038,20379.92492121984,21845.827732472182
98,9833.585567357339,10143.695674530854,11370.983778066346,12675.620910173408,13995.743281378658,15362.094659095139,16762.214119514018,18181.904230383912,19605.46703205038,21015.664099014473
99,9672.793184764352,9977.832543210816,11185.05281306388,12468.357363097331,13766.893893557652,15110.903642229106,16488.12930338918,17884.605489626676,19284.891096743733,20672.029542967997
100,9767.848600260773,10075.88562030779,11294.969379401746,12590.885031683487,13902.182424628692,15259.399912634679,16650.15968515248,18060.359152725796,19474.40552090778,20875.175537801726
101,10098.471816768819,10416.935329544458,11677.282755285909,13017.06269527249,14372.745087404684,15775.901778643029,17213.73611962808,18671.668143542607,20133.57741863966,21581.760755688585
102,10600.808166784238,10935.113257619096,12258.155082602232,13664.580843491489,15087.700009290566,16560.65497465708,18070.012688280483,19600.467884331538,21135.097994429303,22655.31953673001
103,11182.676918655783,11535.331693245394,12930.994119229681,14414.617311338943,15915.85014555817,17469.65432564991,19061.859326149013,20676.31975881175,22295.184347029986,23898.84950245561
104,11745.212434677023,12115.607282048824,13581.477354998817,15139.73298268033,16716.4841288861,18348.451235242745,20020.75082883253,21716.425380261102,23416.72562492704,25101.061836310077
105,12205.3073823902,12590.211608303336,14113.504245552112,15732.801430523356,17371.318627646797,19067.21465359583,20805.023224109846,22567.12246684537,24334.02855991861,26084.345266989512
106,12513.120623989238,12907.73201620378,14469.441472439306,16129.57673006017,17809.416695729422,19548.08259383106,21329.71799619244,23136.256694486117,24947.723446314896,26742.182438090196
107,12660.284074284044,13059.536380574335,14639.612719147104,16319.272332005597,18018.868452077146,19777.98235648054,21580.57112226212,23408.35601552691,25241.1270349251,27056.690192475882
108,12676.959483088842,13076.737661711959,14658.89517622518,16340.767164868961,18042.601870322444,19804.032706627968,21608.9958732428,23439.18814968144,25274.373096285573,27092.327697379045
109,12618.888206098674,13016.83502962801,14591.7449455992,16265.912505302376,17959.951410266,19713.313430717186,21510.008243377186,23331.816617712444,25158.594906401024,26968.221668852806
110,12548.235259756742,12943.954034846482,14510.045995393375,16174.839927549967,17859.39392441177,19602.938885424664,21389.574043443063,23201.182261084272,25017.732363636176,26817.227049888104
111,12513.648256131588,12908.27631784421,14470.051627997958,16130.256866602267,17810.167648768907,19548.90685389136,21330.617416833516,23137.23231320442,24948.775382978212,26743.310179535703
112,12535.098406191752,12930.402902852462,14494.855329313392,16157.906364179222,17840.696774840813,19582.416417626606,21367.18111749766,23176.89268429925,24991.541177358475,26789.151981098817
113,12597.70921151567,12994.98820404187,14567.254837446702,16238.612552559982,17929.808294257913,19680.227518178617,21473.90678672547,23292.657712135417,25116.36999645822,26922.959499199274
114,12885.49524470778,13291.849803749015,14900.033778426408,16609.572516699773,18339.40243714665,20129.80876057028,21964.463472930707,23824.762418974427,25690.136235098096,27537.99597651894
115,13062.302283510362,13474.232565250937,15104.483072389019,16837.479098378437,18591.044671672786,20406.01791993295,22265.846688018584,24151.67150150976,26042.640767884222,27915.855879460647
116,13033.382230202575,13444.400455580151,15071.041592144447,16800.200730917957,18549.88391299886,20360.838806362506,22216.549865021672,24098.199511858616,25984.982146243023,27854.04988701851
117,12743.07060157695,13144.933619090747,14735.342169226045,16425.98520633365,18136.695118614716,19907.3120304163,21721.688004590385,23561.424927670843,25406.18053783363,27233.615821931995
118,12193.045877740966,12577.563434175447,14099.325733810487,15716.996140153587,17353.8672599624,19048.059571496473,20784.12238336977,22544.451339564283,24309.58240067548,26058.140723992765
119,11447.022098684476,11808.013249483323,13236.667507459839,14755.361742579786,16292.081930875822,17882.61619999408,19512.45905914433,21165.083448335074,22822.21606510763,24463.78988387951
120,10620.265875499232,10955.184580226474,12280.654940545992,13689.662136593803,15115.393392573977,16591.052085893647,18103.180131843677,19636.444432008266,21173.891384106377,22696.903377453433
121,10085.32520824993,10403.374088049832,11662.080763589021,13000.116541084004,14354.034039406875,15755.36398892256,17191.326533569496,18647.360557936543,20107.366709374957,21553.66472497796
122,9707.970264125395,10014.118915695197,11225.729525675577,12513.701037765766,13816.959976937767,15165.857448534147,16548.09170220045,17949.646407199376,19355.024574907817,20747.207681502314
123,9558.04661490241,9859.467378878979,11052.366630279486,12320.447574535094,13603.579845988825,14931.645865421808,16292.533656758114,17672.443745769357,19056.11816620525,20426.801171557625
124,9663.657770482683,9968.409068410625,11174.489187096768,12456.58170902206,13753.89190909518,15096.63232090522,16472.557235515902,17867.714480109586,19266.67768366965,20652.5060318855
125,10004.437121597975,10319.935166843308,11568.546525407719,12895.850782655873,14238.909344526644,15629.000122225963,17053.445694317914,18497.801902261814,19946.098085732097,21380.796440904196
126,10516.447363423686,10848.092109248608,12160.605248640246,13555.83872013442,14967.63275660912,16428.866053144924,17926.212319171977,19444.4881737078,20966.90581679746,22475.02957140654
127,11107.429054993967,11457.710860204314,12843.98190252852,14317.621867231346,15808.752958958108,17352.101623476472,18933.59272237779,20537.18953608116,22145.16080996219,23738.03502993553
128,11678.442506083287,12046.73170297447,13504.2685130933,15053.665705033693,16621.45326403649,18244.142823215643,19906.935597240514,21592.970468360458,23283.604732288768,24958.36579688047
129,12146.311109019125,12529.354872891636,14045.284458063803,15656.754451011713,17287.351625343632,18975.050323605876,20704.458825811264,22458.04065208387,24216.406179964546,25958.262437331265
130,12461.130190240505,12854.102027064502,14409.32282385191,16062.560376221129,17735.420844153814,19466.862731821984,21241.095752992453,23040.12848772522,24844.068816138333,26631.072088134028
131,12614.473682717511,13012.28132304556,14586.640270518246,16260.222115418142,17953.668405696495,19706.417008559096,21502.483259338904,23323.65436936548,25149.793643510624,26958.787279646185
132,12636.451711730031,13034.952419354255,14612.054367925002,16288.552124318541,17984.94884650068,19740.751297260624,21539.946722588702,23364.29084872699,25193.61182944687,27005.757278585093
133,12582.760324618364,12979.567863683535,14549.968788706177,16219.34323916914,17908.532089455744,19656.874190260693,21448.42508966301,23265.017666923162,25086.565878180947,26891.011763831488
134,12515.526068810743,12910.213340209626,14472.22303291367,16132.677371105292,17812.840289322507,19551.840492074425,21333.81842306804,23140.704329578482,24952.519307862687,26747.323317039023
135,12483.365109376284,12877.038102066484,14435.033937205859,16091.221464231128,17767.066890468308,19501.59832780783,21278.997160812014,23081.239912308425,24888.399098384827,26678.591031496017
136,12506.224138570698,12900.61807004291,14461.466810982496,16120.6870771298,17799.60122562927,19537.308900567725,21317.962401994486,23123.5054067817,24933.9737757409,26727.443803561302
137,12569.209874762391,12965.590091255606,14534.299853175276,16201.876478684782,17889.246213462244,19635.705586536405,21425.327120557627,23239.963479089958,25059.550076234613,26862.05253507571
138,12856.327073889048,13261.76173267809,14866.305382490415,16571.974315124426,18297.888483284303,20084.241990828174,21914.74369073744,23770.83156036875,25631.98278530732,27475.65974359699
139,13031.41952434507,13442.375898891501,15068.772054539799,16797.670766065617,18547.090451111097,20357.772614754464,22213.204167224318,24094.570431373973,25981.069045358785,27849.855306939615
140,12999.744576162308,13409.702081062916,15032.145000177758,16756.841348631762,18502.00884989321,20308.28983541657,22159.211482742925,24036.00480118598,25917.917900821845,27782.161865018054
141,12705.650707499959,13106.333721255325,14692.072038112428,16377.750501006456,18083.43696532025,19848.854411132772,21657.902543835873,23492.23711727574,25331.57558361634,27153.64463444424
142,12150.836712768087,12534.023200284406,14050.517570012273,15662.588016653423,17293.79272983777,18982.12026399687,20712.17313810698,22466.40835522794,24225.4290094905,25967.934216008754
143,11399.044383359682,11758.522489773399,13181.188865053075,14693.517861376997,16223.797246942398,17807.66513711101,19430.67676061156,21076.37453603653,22726.561665898564,24361.255307314255
144,10565.575052138638,10898.76904241362,12217.41364542308,13619.164963585103,15037.554185967643,16505.613616242328,18009.95481934082,19535.32334362056,21064.85292580816,22580.021845199288
145,10023.018591117183,10339.102580555342,11590.033030555438,12919.802473915417,14265.355523211783,15658.028113446335,17085.119387005263,18532.158170947463,19983.144366065022,21420.507316849762
146,9637.193470381359,9941.110159255823,11143.88739465913,12422.468858965009,13716.22634742073,15055.289527227571,16427.446469258255,17818.783007906393,19213.915206222508,20595.948399351884
147,9478.000569405107,9776.89698440106,10959.806010748007,12217.267095891211,13489.653542317894,14806.597261069955,16156.08814125152,17524.44177902171,18896.52825769455,20255.732249863548
148,9790.39635874657,10099.144518450239,11321.042283046429,12619.949458235698,13934.27380008136,15294.624169064427,16688.594277247896,18102.049053286617,19519.359643746033,20923.363209918047
149,9932.740254658182,10245.977336626696,11485.64044405036,12803.432544767536,14136.866074036956,15516.994662628698,16931.231979548338,18365.23720503098,19803.154224056012,21227.5708106442
150,10149.242977589243,10469.307621864182,11735.991572097708,13082.50740740612,14445.00562722952,15855.216775350169,17300.28005651243,18765.54200391073,20234.801108050167,21690.26555894987
151,10397.87784087601,10725.783432443946,12023.498444117173,13403.001060551056,14798.877613625507,16243.635924952127,17724.100197471947,19225.257980258397,20730.510799341766,22221.630996669675
152,10633.975833603017,10969.326961214898,12296.50832670377,13707.334403783962,15134.90620759017,16612.469683787313,18126.549969062264,19661.79355247574,21201.22526969354,22726.203373008393
153,10820.49127656243,11161.724258517897,12512.18385835629,13947.755262089464,15400.366045459461,16903.845365599453,18444.48197008565,20006.65306917027,21573.085738594833,23124.811299256315
154,10935.927029703,11280.800395048947,12645.666975804234,14096.553470430777,15564.66105463433,17084.179915092438,18641.25239215483,20220.089154408608,21803.232841929326,23371.51269439024
155,10977.930397038657,11324.128416199806,12694.237291045223,14150.696426774044,15624.442815408991,17149.7979094306,18712.850903831433,20297.751754399924,21886.976119957893,23461.27950490289
156,10961.74589299686,11307.43346767554,12675.522468734194,14129.834300679604,15601.408011255096,17124.514312951735,18685.262922324513,20267.827106957833,21854.708616292086,23426.69103052635
157,10914.087498657065,11258.272132509064,12620.413079007694,14068.402030851414,15533.577708264434,17050.062019679724,18604.025021138597,20179.70865190401,21759.69078615532,23324.83874539802
158,10864.21345277174,11206.825312421443,12562.741682881187,14004.113775142754,15462.594124638896,16972.148524346416,18519.010272259064,20087.493633503313,21660.255822906518,23218.25136324291
159,10834.715453751816,11176.3969995852,12528.631888446718,13966.090461081158,15420.61078686213,16926.066577707814,18468.728322763436,20032.9530135164,21601.44484707489,23155.21028392357
160,10834.584821458087,11176.262285763432,12528.480849812831,13965.922039097833,15420.424873558855,16925.862511619303,18468.505693328683,20032.711520182056,21601.18451047017,23154.931193816385
161,10856.475016334358,11198.84278071621,12553.7933563984,13994.138802142605,15451.580268949629,16960.05951878556,18505.819402021752,20073.18561736075,21644.827467807918,23201.713330365536
162,11108.128039036023,11458.43189806882,12844.790200743753,14318.522874152368,15809.74779307693,17353.193455745637,18934.784268255386,20538.481863136265,22146.554418514326,23739.528923904818
163,11285.900276059929,11641.810317866988,13050.35562358628,14547.673572281636,16062.76377623049,17630.910483309213,19237.81264715923,20867.175556665345,22500.98337306081,24119.451467729312
164,11325.878046531474,11683.048848173068,13096.5835618796,14599.205475634133,16119.662501717095,17693.364081871558,19305.95826726419,20941.092910181695,22580.68806551851,24204.889243061658
165,11190.976216893336,11543.892771150482,12940.591021600889,14425.315254926629,15927.662270419642,17482.61948346257,19076.006332196153,20691.664812855674,22311.730873120494,23916.58636365417
166,10881.49227747112,11224.649030070155,12582.72188751423,14026.386442814206,15487.186337020517,16999.14166401622,18548.46360437909,20119.44159452417,21694.705032433587,23255.178553774185
167,10437.219214710825,10766.36543758925,12068.990433603014,13453.712603674358,14854.870497652524,16305.095180554457,17791.16098644957,19297.99843274968,20808.946543905247,22305.708599311252
168,9930.402712282583,10243.566070220599,11482.937542327682,12800.419514508107,14133.539186575863,15513.343086936602,16927.247495445154,18360.915156362975,19798.493824604146,21222.575190225594
169,9680.213382211774,9985.486797695477,11193.633132307057,12477.922148449847,13777.454850444803,15122.495452167257,16500.7776587708,17898.32515299806,19299.685066946542,20687.887697187456
