Zone Code,ZoneID,Technology,Item,Installed Capacity(MW),M12*1*2H0--3,M12*1*2H3--6,M12*1*2H6--9,M12*1*2H9--12,M12*1*2H12--15,M12*1*2H15--18,M12*1*2H18--21,M12*1*2H21--0,M3*4*5H0--3,M3*4*5H3--6,M3*4*5H6--9,M3*4*5H9--12,M3*4*5H12--15,M3*4*5H15--18,M3*4*5H18--21,M3*4*5H21--0,M6*7*8H0--3,M6*7*8H3--6,M6*7*8H6--9,M6*7*8H9--12,M6*7*8H12--15,M6*7*8H15--18,M6*7*8H18--21,M6*7*8H21--0,M9*10*11H0--3,M9*10*11H3--6,M9*10*11H6--9,M9*10*11H9--12,M9*10*11H12--15,M9*10*11H15--18,M9*10*11H18--21,M9*10*11H21--0
NIC.East,NICZ2,New GAS_OCGT,AS T3,,1.56,1.56,0.00,0.00,1.42,1.56,1.56,1.56,1.56,1.56,1.32,1.27,1.43,1.56,1.56,1.56,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,1.27,0.00,0.00,0.00,1.56
NIC.East,NICZ2,New BIO_ST,Gross Output,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New BIO_ST,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BIO_ST,Gross Output,33.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BIO_ST,Net Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BIO_ST,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BIO_ST,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BIO_ST,AS T3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,New BESS_ST1,Input,11.7,-0.00,-0.00,-0.00,-0.00,-3.98,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-3.98,-0.00,-0.00,-0.00,-0.00,-0.00,-3.98,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-3.98,-0.00,-0.00,-0.00,-0.00
NIC.West,NICZ3,New BESS_ST1,Output, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00
NIC.West,NICZ3,New BESS_ST1,AS T1,,0.00,0.00,3.82,3.68,4.17,4.72,4.90,0.00,5.38,5.00,4.22,0.00,0.00,0.00,2.64,2.63,5.55,5.44,4.66,4.51,5.01,5.55,5.55,5.55,5.41,5.04,4.27,4.13,4.62,5.15,5.29,5.28
NIC.West,NICZ3,New BESS_ST1,AS T2,,4.98,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.89,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00
CRI.All,CRIZ0,HYD_LG,Net output,1935.4,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,259.54,259.54,259.54,259.54,259.54,259.54,259.54,259.54,882.59,1058.80,895.69,580.62,923.08,712.83,759.25,995.74,883.24,1049.69,842.22,580.62,617.21,696.44,785.70,1101.53
CRI.All,CRIZ0,HYD_LG,AS T1,,28.47,27.30,24.18,23.63,25.54,27.35,27.56,27.48,28.75,27.41,24.29,23.74,25.66,27.63,28.10,28.03,28.55,27.38,23.49,23.71,25.63,26.66,26.86,26.78,28.54,0.00,0.00,22.92,24.84,26.65,27.63,27.55
CRI.All,CRIZ0,HYD_LG,AS T2,,28.47,27.30,24.18,23.63,25.54,27.35,27.56,27.48,28.75,27.41,24.29,23.74,25.66,27.63,28.10,28.03,0.00,0.00,24.27,23.71,25.63,0.00,27.64,0.00,0.00,2.52,0.00,0.00,0.00,0.00,27.63,0.00
CRI.All,CRIZ0,HYD_SM,Net output,9.1,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.90,5.90,5.90,5.90,5.90,5.90,5.90,5.90
CRI.All,CRIZ0,HYD_SM,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.78,0.78,0.78,0.00,0.78,0.00,0.78,0.78,0.78,0.00,0.00
CRI.All,CRIZ0,HYD_SM,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.00,2.47,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,HYD_LG,Net output,50.0,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,44.05,40.84,15.00,15.00,41.49,44.18,44.13,44.14,44.02,44.22,16.43,15.00,44.50,42.36,41.18,44.16
NIC.Central,NICZ1,HYD_LG,AS T1,,3.49,3.27,2.77,2.67,3.00,3.32,3.38,3.37,2.51,2.82,2.78,2.68,3.01,3.36,3.45,2.58,3.45,3.28,2.78,2.68,3.01,3.32,3.37,3.36,3.48,3.28,2.77,2.68,3.00,3.31,3.36,3.34
NIC.Central,NICZ1,HYD_LG,AS T2,,3.49,3.27,2.77,2.67,3.00,3.32,3.38,3.37,3.15,2.83,2.78,2.68,2.64,2.30,2.20,3.07,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,2.97,0.00
CRI.All,CRIZ0,New HYD_LG,Net output,428.1,66.13,66.13,66.13,66.13,66.13,66.13,66.13,66.13,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,406.70,128.43,128.43,336.67,128.43,379.25,406.70,225.10,406.70,128.43,128.43,343.69,406.70,406.70,389.39,128.43
CRI.All,CRIZ0,New HYD_LG,AS T1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.58,24.25,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New HYD_LG,AS T2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,New HYD_LG,Net output,92.5,17.81,17.81,17.81,17.81,17.81,17.81,17.81,17.81,11.20,11.20,11.20,11.20,11.20,11.20,11.20,11.20,79.50,74.34,27.75,27.75,30.47,73.21,39.76,77.88,79.79,35.77,29.87,56.60,67.70,75.73,77.77,77.49
NIC.East,NICZ2,New HYD_LG,AS T1,,1.67,1.56,1.24,1.27,1.42,1.58,1.63,1.62,1.68,1.56,1.32,1.27,1.43,1.60,1.66,1.65,1.66,1.56,1.32,0.00,1.43,1.59,1.64,1.63,1.67,1.56,0.00,1.27,1.43,1.59,1.63,1.62
NIC.East,NICZ2,New HYD_LG,AS T2,,1.67,1.38,0.00,1.21,1.11,1.58,1.63,1.62,1.51,1.56,1.32,1.27,1.43,1.60,1.66,1.48,1.66,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,1.43,0.00,0.07,1.62
CRI.All,CRIZ0,Exist Non-disp output,,0.0,390.85,396.98,399.21,405.06,416.18,429.59,412.84,395.37,322.23,326.91,331.74,342.61,367.89,369.91,333.39,322.33,269.21,277.89,282.66,294.24,299.70,321.20,298.17,273.99,270.30,278.11,284.15,291.24,290.62,310.54,292.73,267.69
NIC.Central,NICZ1,Exist Non-disp output,,0.0,7.94,7.82,7.63,7.55,7.94,8.88,8.57,8.41,6.67,6.71,5.81,5.30,6.27,6.68,5.98,6.12,4.89,4.99,4.80,4.90,5.23,6.29,5.84,5.16,3.61,3.95,4.02,4.10,4.05,5.12,4.48,3.64
NIC.East,NICZ2,Exist Non-disp output,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Exist Non-disp output,,0.0,134.32,137.29,136.26,134.54,139.82,151.38,143.99,136.56,93.94,104.67,102.89,100.74,111.90,113.45,94.24,84.93,73.24,79.23,77.75,78.69,84.56,95.04,84.25,73.59,56.70,64.37,66.89,68.54,69.57,79.87,67.42,55.61
CRI.OffRgn1,CRIZF0,Exist Non-disp output,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn2,CRIZF1,Exist Non-disp output,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn1,NICZF2,Exist Non-disp output,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn2,NICZF3,Exist Non-disp output,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,New WND_ONWND_ON,Net output,259.6,202.61,208.37,210.45,215.91,221.60,223.71,207.88,201.21,138.49,142.94,147.45,157.58,176.67,169.73,135.69,133.60,88.99,97.16,101.62,112.40,114.30,128.05,106.74,90.15,90.04,97.37,103.01,109.62,105.92,117.08,100.51,84.18
CRI.All,CRIZ0,New PV_FTPV_FT,Net output,5.5,0.01,0.00,0.00,0.00,1.23,3.95,4.01,1.48,0.02,0.00,0.00,0.01,1.19,3.50,3.48,1.32,0.02,0.00,0.00,0.01,0.85,2.50,2.45,0.88,0.01,0.00,0.00,0.00,0.82,2.77,2.75,0.91
NIC.East,NICZ2,New GEO_hydroGEO_hydro,Net output,154.5,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60,123.60
NIC.West,NICZ3,New PV_TKPV_TK,Net output,20.0,0.04,0.00,0.00,0.00,5.12,14.78,15.11,6.50,0.12,0.00,0.00,0.02,5.41,13.98,14.20,6.69,0.13,0.00,0.00,0.03,4.00,10.71,10.71,4.59,0.05,0.00,0.00,0.00,3.33,11.04,11.65,4.63
CRI.All,CRIZ0,ET814,Transmission,100.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.All,CRIZ0,NICZ3,Transmission,615.2/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.27,198.76,200.49,143.71,190.15,177.15,196.68,213.20,229.15,191.37,151.25,146.31,146.36,168.01,195.60,211.18
,ET1308,NICZ3,Transmission,115.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,NICZ2,Transmission,100.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,NICZ3,Transmission,100.0/0.0,48.50,64.76,30.97,25.44,60.51,62.18,56.68,57.39,36.04,54.38,91.31,97.69,74.80,48.81,40.01,41.02,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,16.60,0.00,0.00,0.00
NIC.East,NICZ2,NICZ1,Transmission,100.0/20.0,106.92,112.53,119.98,119.98,119.14,111.07,108.89,109.17,99.52,105.64,117.75,119.98,112.26,103.68,100.74,101.01,119.98,119.98,85.46,119.98,82.75,117.28,119.98,119.98,119.98,119.98,119.98,116.58,119.98,119.98,119.98,119.98
NIC.West,NICZ3,ET2175,Transmission,275.1/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,CRIZ0,Transmission,531.5/0.0,165.09,92.55,0.00,0.00,16.33,41.58,85.80,109.40,194.84,242.49,117.24,67.11,119.21,223.60,258.68,234.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,NICZ1,Transmission,157.5/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.00,35.16,0.00,22.27,0.00,0.28,0.32,8.43,0.00,0.00,0.00,0.00,0.00,3.91,1.11
,ET2286,CRIZ0,Transmission,172.8/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn1,CRIZF0,CRIZ0,Transmission,0.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn2,CRIZF1,CRIZ0,Transmission,0.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn1,NICZF2,NICZ3,Transmission,0.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn2,NICZF3,NICZ2,Transmission,0.0/0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
