Zone code,Zone ID,Flow,Annual Total(GWh),M12*1*2H0--3,M12*1*2H3--6,M12*1*2H6--9,M12*1*2H9--12,M12*1*2H12--15,M12*1*2H15--18,M12*1*2H18--21,M12*1*2H21--0,M3*4*5H0--3,M3*4*5H3--6,M3*4*5H6--9,M3*4*5H9--12,M3*4*5H12--15,M3*4*5H15--18,M3*4*5H18--21,M3*4*5H21--0,M6*7*8H0--3,M6*7*8H3--6,M6*7*8H6--9,M6*7*8H9--12,M6*7*8H12--15,M6*7*8H15--18,M6*7*8H18--21,M6*7*8H21--0,M9*10*11H0--3,M9*10*11H3--6,M9*10*11H6--9,M9*10*11H9--12,M9*10*11H12--15,M9*10*11H15--18,M9*10*11H18--21,M9*10*11H21--0
NIC.Central,NICZ1,Demand(MW),175.90961083300007,198.91,186.60,158.15,152.77,171.21,189.64,193.21,192.53,200.77,187.29,158.67,153.30,171.87,191.83,197.76,197.10,196.55,187.01,158.55,153.17,171.69,189.75,192.56,191.86,198.55,186.91,158.47,153.09,171.59,189.34,191.67,190.96
NIC.Central,NICZ1,Residual Demand(MW),0,190.98,178.78,150.51,145.22,163.27,180.76,184.64,184.12,194.10,180.58,152.86,148.00,165.60,185.15,191.78,190.98,191.66,182.02,153.75,148.28,166.46,183.45,186.73,186.70,194.94,182.96,154.45,149.00,167.55,184.22,187.20,187.32
NIC.Central,NICZ1,Zone Supply(MW),60.723692279332106,106.65,112.38,13.96,14.95,15.34,16.28,96.42,96.38,114.76,93.86,114.12,113.62,71.20,114.99,114.15,109.30,48.34,48.21,48.03,49.30,48.45,21.29,49.06,48.39,41.21,47.34,47.24,19.10,19.05,48.44,47.70,46.86
NIC.Central,NICZ1,Spilled Energy(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,Import from: NICZ2,88.10679789225993,94.00,100.27,65.43,67.95,59.31,91.02,95.85,96.15,86.57,93.44,106.85,109.36,100.67,90.94,87.51,87.80,55.74,118.27,110.52,118.27,90.55,59.61,113.46,113.77,55.47,61.71,75.07,77.58,68.91,116.40,113.93,114.25
NIC.Central,NICZ1,Import from: NICZ3,32.942082832475286,0.00,0.00,78.75,69.87,96.55,82.34,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.47,20.53,0.00,0.00,32.69,108.84,30.04,29.70,101.87,77.86,36.15,56.41,83.63,24.49,30.04,29.84
NIC.Central,NICZ1,Export to: NICZ2,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.Central,NICZ1,Export to: NICZ3,5.862962171067294,1.74,26.06,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,62.31,69.68,0.00,14.11,3.90,0.00,0.00,0.00,0.00,14.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,Demand(MW),84.07575352660002,94.93,88.56,75.03,72.48,81.23,90.50,93.05,92.75,95.85,88.89,75.28,72.73,81.55,91.42,94.90,94.61,94.80,88.81,75.23,72.68,81.48,90.88,93.57,93.26,95.08,88.75,75.19,72.64,81.44,90.67,93.10,92.79
NIC.East,NICZ2,Residual Demand(MW),0,-28.67,-35.04,-48.57,-51.12,-42.37,-33.10,-30.55,-30.85,-27.75,-34.71,-48.32,-50.87,-42.05,-32.18,-28.70,-28.99,-28.80,-34.79,-48.37,-50.92,-42.12,-32.72,-30.03,-30.34,-28.52,-34.85,-48.41,-50.96,-42.16,-32.93,-30.50,-30.81
NIC.East,NICZ2,Zone Supply(MW),173.45625937946568,190.29,190.29,141.41,141.41,141.41,182.84,190.29,190.29,183.68,183.68,183.68,183.68,183.68,183.68,183.68,183.68,151.35,208.78,187.35,192.66,173.34,151.35,208.67,208.68,151.35,151.35,151.35,151.35,151.35,208.75,208.68,208.69
NIC.East,NICZ2,Spilled Energy(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,Import from: NICZ1,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,Import from: NICZF3,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.East,NICZ2,Export to: NICZ1,89.38050585286561,95.36,101.72,66.38,68.93,60.17,92.34,97.24,97.54,87.82,94.79,108.40,110.94,102.13,92.26,88.77,89.07,56.55,119.98,112.12,119.98,91.86,60.47,115.10,115.42,56.27,62.60,76.16,78.71,69.91,118.09,115.58,115.90
NIC.West,NICZ3,Demand(MW),271.4460085395667,284.03,261.83,218.08,209.88,238.12,269.69,280.76,279.84,306.80,284.73,240.62,232.34,260.79,293.21,305.46,304.57,327.39,309.66,265.87,257.66,286.04,317.00,326.83,325.86,308.19,287.19,243.68,235.55,263.84,294.10,302.84,301.80
NIC.West,NICZ3,Residual Demand(MW),0,149.61,124.55,81.82,75.34,85.50,81.37,99.00,127.03,212.56,180.06,137.73,131.56,135.37,144.82,175.71,202.93,253.84,230.43,188.12,178.90,191.47,195.18,215.79,240.78,251.36,222.81,176.79,167.01,185.96,186.63,206.30,234.61
NIC.West,NICZ3,Zone Supply(MW),167.61260373415485,282.31,194.95,119.24,134.54,152.62,188.32,205.95,265.07,419.81,284.73,179.06,163.50,320.60,460.66,385.60,427.28,56.53,79.23,77.75,78.76,94.56,121.82,126.87,85.08,56.83,64.37,66.89,68.54,77.88,107.46,96.54,67.19
NIC.West,NICZ3,Spilled Energy(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Import from: CRIZ0,151.01489283355576,0.00,41.14,223.89,184.74,183.22,164.70,75.76,14.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364.45,251.21,188.12,164.67,224.56,305.34,230.36,270.84,354.46,301.61,213.38,224.11,270.60,211.42,236.70,264.82
NIC.West,NICZ3,Import from: ET1308,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Import from: NICZ1,5.792859904980277,1.72,25.74,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,61.56,68.84,0.00,13.94,3.86,0.00,0.00,0.00,0.00,14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Import from: NICZF2,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Export to: ET2175,2.555367754906548,0.00,0.00,45.34,38.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Export to: CRIZ0,17.078248889873922,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.56,0.00,0.00,0.00,59.81,181.39,84.00,122.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.West,NICZ3,Export to: NICZ1,33.340731288343754,0.00,0.00,79.70,70.72,97.72,83.33,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.59,20.77,0.00,0.00,33.09,110.16,30.41,30.06,103.11,78.80,36.59,57.10,84.64,24.79,30.40,30.21
CRI.OffRgn1,CRIZF0,Zone Supply(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn1,CRIZF0,Curtailment(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn1,CRIZF0,Export to: CRIZ0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn2,CRIZF1,Zone Supply(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn2,CRIZF1,Curtailment(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI.OffRgn2,CRIZF1,Export to: CRIZ0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn1,NICZF2,Zone Supply(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn1,NICZF2,Curtailment(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn1,NICZF2,Export to: NICZ3,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn2,NICZF3,Zone Supply(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn2,NICZF3,Curtailment(MW),0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIC.OffRgn2,NICZF3,Export to: NICZ2,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
